name,tasting_notes,price,description,url
Ethiopia - Arsi Nansebo,"peach, tropical fruit, well-balanced, earl grey finish",AED 50.00,"Description Description Producer: Tamiru Tadesse / Alo CoffeeLocation: Arsi NanseboVariety: 74158, 74112, 74110Process: NaturalAltitude: 2,160-2,280 maslCrop Year: 2023 The Farm and Producer The Farm and Producer Only a year into establishing Alo Coffee Export Plc, Tamiru Tadesse had already managed to foster a commendable reputation among specialty coffee connoisseurs around the world, with a burgeoning client base across Europe, Asia, and the Middle East. In 2021 Tamiru won 1st Place at the Ethiopia Cup of Excellence & advanced closer toward his goal of bringing greater recognition and rewards to Sidama Bensa coffee farmers, whose hard work and dedication make top-quality coffees possible. Six years working in coffee, Sidama Bensa-born Tamiru saw the great disconnect between the exceptional flavors and high cup quality potential of his hometown and neighboring districts’ coffees, and the way these were being undervalued across the market. It was also too clear to him how this put the smallholder coffee-growing families and the country's coffee industry at a huge disadvantage. A friend of Tamiru winning the 2020 Ethiopia Cup of Excellence inspired him to personally contribute to a solution by starting his company, Alo Coffee. Through Alo Coffee, he is able to provide the means for smallholders to process their laboriously cultivated, inherently organic, and flavor-rich coffee cherries into distinctive lots of the highest quality, and then match them with the specialty coffee communities that recognize their value and properly reward it. Arsi Nensebo is a coffee-growing district in the Oromia region adjacent to Sidama, in Ethiopia’s south. Its smallholder coffee farmers’ main source of livelihood are the fertile lands granted by the government, each spanning about 1-2 hectares, where they also grow food crops like maize and false banana. Rural families are allocated these farms by the government, which they rely on as their primary source of income and food. Across generations, stewardship of these lands becomes increasingly communal as they are typically subdivided among inheritors. On their own, each family and the community do not have the most current knowhow and sufficient resources to increase the yield of their harvests, nor to preserve and enhance the quality of the soils as well as that of their coffee cherries post-harvest. The involvement of quality-oriented and eco-socially committed specialty coffee producers like Alo Coffee contributes to alleviating the livelihood of the coffee-farming families, such as in Arsi Nensebo. To immediately benefit the smallholder coffee growers, Alo Coffee purchases their coffee cherries at a significant premium that provides a decent income to cover household essentials and their children’s education-related expenses. With a view for the longer term, Alo Coffee also provides direct assistance to the smallholder farmers through knowledge-sharing around improved practices in agronomy, cultivation, farm maintenance, and harvesting, while sponsoring community development projects such as building schools in the communities within their scope. Further, by taking charge of post-harvest processing, Alo Coffee unburdens the smallholders of the related risks and costs, enabling them to focus their attention and energy on maintaining the natural, unblemished condition of the land and looking after their coffee trees to ensure they flourish. By association with Tamiru and Alo Coffee, coffee-growing communities such as in Arsi Nensebo also have a better chance of their concerns and interests being acknowledged, advanced, and addressed by influential stakeholders across the industry. The Coffee and The Process The Coffee and The Process ‘Ethiopian heirloom’ is the general term commonly used to identify coffee originating from Ethiopia. It covers two classifications: Jimma Agricultural Research Center (JARC) varieties and regional landrace varieties. JARC varieties were developed and released to improve the productivity and livelihood of smallholder coffee farmers and boost the country's coffee industry. They are promoted and bred because of their good quality when grown at the recommended elevations, resistance to or tolerance of adverse elements, and adaptability to diverse environments. There are 40+ JARC varieties comprised mostly of pure line selections and a handful of hybrids. Regional landraces, meanwhile, are varieties that propagate in the wild, without regulated interventions. 74158, 74110, and 74112 are JARC varieties whose combined flavor potential we have grown familiar with in our years of sourcing and roasting coffees from the Ethiopia’s southern coffee-growing regions. Natural-processed, this lot from Arsi Nensebo expresses a well-balanced cup with stone fruit and tropical fruit character, with distinct citrus aromatics and a pleasantly brisk, tea-like quality.",https://archerscoffee.com//collections/coffee/products/ethiopia-arsi-nansebo
"Colombia - M03, Finca El Paraiso","kitkat, lotus biscoff, honey chocolate",AED 115.00,"Description Description Producer: Diego Samuel BermudezLocation: Piendamo, CaucaVariety: CastilloProcess: Thermal Shock WashedAltitude: 1,960 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Finca El Paraiso is the realization of one family’s dream of a coffee farm as a kind of paradise. It started to materialize in 2008 when Diego Samuel Bermudez and his family began to cultivate an assortment of traditional, novel, and exotic coffee varieties across the well-endowed and sky-reaching terrains of Vereda Los Arados, Tunía in the Piendamó municipality of the Cauca department in Colombia. It is their family’s flagship farm, spanning 49 hectares, and the headquarters of their trailblazing post-harvest processing company, INVESTEC S.A.S, shorthand for “Innovation and Technological Development for Agriculture.” This is their platform for ongoing research into and the promotion of precise and purposeful experimental methods and techniques, like the stirringly named “Thermal Shock,” intended to create a cornucopia of peerless cup profiles. Their aim — to distinguish Finca El Paraiso among the department and the nation’s accomplished and prolific producers, generate greater interest across global specialty coffee lovers, elevate the value of Cauca-grown coffees, and on the whole, contribute to continuously raising the profile and position of Colombia as an innovative and pre-eminent origin of higher-end specialty coffees. Finca El Paraiso’s location on the Pan-American route between Popayán, Cauca’s capital, and Cali, a municipality in the neighboring department Valle del Cauca, with a prevailing climate described as temperate-humid and the frequent incidence of winds from the Pacific, has been attributed for the tropical notes frequently perceived in their coffees. Meanwhile, Cauca is one of the 21 officially designated coffee-growing departments of Colombia, which was granted its “Denomination of Origin” in 2011 as a testament to the remarkable quality and distinct flavor identity of its coffees. Due to Colombia’s immense heterogeneity of microclimates, terroirs, varieties, and their resultant flavor characters, Colombia is regarded in the world of coffee as a “Land of Diversity.” When traditionally washed, Cauca coffees are generally characterized as clean, soft, and fragrant, with pronounced caramelized aromas and carrying flavors tending toward high acidity with discernible sweet and floral notes, a medium body, and a balanced overall impression. Amid this backdrop, Finca El Paraiso truly caught the specialty coffee world’s attention when Diego Samuel made it to the Top 10 of the 2018 Cup of Excellence with a double anaerobic Bourbon and again counted among the 2019 winners with a washed anaerobic Castillo. Five years on from their first COE accolade and 15 years after Finca El Paraiso’s founding, the family emblem Finca Paraiso has come to encompass six more farms — Villa Rosita, Villa Alejandro, Villa Esperanza, Sur, El Rubi, and El Manizales — and their family’s dream continues to prosper while empowering the communities they work with to succeed. They do this through INDESTEC’s six action pillars — Technology, Knowledge Management, Collaboration, Sustainable Marketing, Resource Management, and Rural Alliances. The Coffee and The Process The Coffee and The Process The Castillo variety is a hybrid introduced by Colombia’s national coffee research institute, Cenicafe, in 2005 to mitigate the risk of debilitating productivity declines in the event of a coffee disease epidemic. It was developed as an improvement from the earlier released cultivars Colombia/F6 (circa 1982) and Tabi (circa 2002) in terms of resilience, productivity, and cup quality. Generally, Castillo had been observed to cup as dominantly chocolatey and cherry-like with touches of citrus. For a time, there was a popular, unfavorable sentiment around Castillo's potential to cup well in comparison to older varieties like Caturra. It was in that context socially conscious and innovative producers like Diego Samuel Bermudez pursued post-harvest processing experiments intending to illustrate that the resilience and productivity of a hybrid variety like Castillo can go hand-in-hand with good, even exceptional, cup quality. This served to increase awareness among Colombian coffee farmers that they can reduce their risk of loss by planting disease-resistant varieties while remaining confident that their coffees can cup competitively and thus be valued at a premium. On top of that, their successful experiments would open up numerous trajectories for creating a diversity of unique flavor profiles, augmenting opportunities for the farmers to be better rewarded for their hard work. Finca El Paraiso and INDESTEC's ingenuity lies in having thoroughly studied, implemented, and documented their simultaneously structured and creative processing methods and techniques at such a high level of granularity that allows for consistent repeatability of their approaches and effectively unconstrains their potential to increase the diversity of probable flavor profiles, depending on the customers' preferences, varieties on hand, and the prevailing terroir conditions at the time of processing. To consistently achieve the desired cup profiles, precision in configuring the different processing parameters at every significant phase is a hallmark of harvesting, sorting, fermentation, and drying at Finca El Paraiso. In this micro-lot, coffee cherries were harvested at the optimum point of ripeness and then pre-cleaned and sorted by removing leaves, branches, and other impurities, followed by flotation to facilitate the selection of the most optimal cherries, and disinfection with ozone to remove extraneous microbiological load before proceeding to the 72-hour anaerobic fermentation phase, submerged in water and lactobacilli in milk culture medium. After fermentation, the coffee was pulped and mixed back with the fermentation fluids. To reinforce the adhesion of the aroma and flavor precursors to the beans, a Thermal Shock Washed technique was applied. Thermal Shock Washing was done by quickly turning up the temperature of the fermentation fluids to 40°C, rapidly opening up the membranes and pores of the coffee beans and facilitating the attachment of the abundant aroma and flavor precursors in the fermentation medium to them, and immediately following it with a wash using 12°C cold water to seal the coffee beans’ pores, locking the aroma and flavor precursors in. Otherwise, these precursors, such as the esters, aldehydes, organic acids, and alcohols produced by the metabolism of the earlier mentioned microorganisms as they consumed the coffee mucilage, would have remained in the leachate (i.e., not absorbed into the coffee bean), because the parchment and silver film covering the coffee beans are difficult to penetrate before Thermal Shock, and would then have wastefully just been washed off. As for the crucial drying phase, Finca El Paraiso’s custom drying and dehumidifying technology was used. It was designed with consideration to the usually highly volatile and thermolabile compounds generated during fermentation and genetically inherent in the coffees. As such, it removes moisture by mass transfer, allowing the drying phase to be accomplished without high temperatures and thereby making way for a less abrupt transition to seed dormancy. This, in effect, permits the coffee to be stored for extended periods without the risk of presenting quality defects and guarantees the highest possible quality of the final green coffee.",https://archerscoffee.com//collections/coffee/products/colombia-m03-finca-el-paraiso
"Panama - Geisha M59, Abu Coffee","orange blossom, raspberry, floral honey, blueberry",AED 270.00,"Description Description Producer: Jose LutrellLocation: Cañas Verdes, BoqueteVariety: GeishaProcess: NaturalAltitude: 1,550 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Jose Luttrell is the founder of Abu Coffee. He was already successful as an engineer, usually in the city and traveling overseas for work, when his father took him to revisit their family's farmlands in Boquete. This sparked his interest in specialty coffee which, in time, grew into a passion. It was after his father passed away that Jose took a deep dive into producing specialty coffee and when Abu Coffee was established. Abu (short for abuelo) was the affectionate nickname Jose's children had for their grandfather. By producing distinct and excellent coffees that could not have been grown elsewhere, and sharing them with the world, they keep his memory, and his love for coffee and Boquete alive. Abu Coffee started to become known when they won 6th place in the Geisha Washed category at the 2017 Best of Panama Competition. Their Geishas have been winning yearly at the BoP from then on. In 2021, Catuai lots they produced were also awarded in the Varietal Natural and Varietal Washed categories. These consecutive BoP wins are recognized as a particularly noteworthy achievement because Abu Coffee has been in operation for less than a decade, and is much younger than most of the producers in Panama's premier coffee-growing zone. Abu Coffee is situated in Cañas Verdes, Boquete, which benefits from a tropical forest microclimate. The coffee trees are cultivated at an average elevation of 1,550 MASL on the inclines of the Volcán Barú National Park, where the rich biodiversity is well-protected. Soils are fertile, deep, well-draining, and of volcanic origin. There is a good balance of shade from native trees, and sunlight due to the estate's location. There is also the right amount of moisture from a light tropical mist in the daytime and denser fog at dusk. These conditions help the cherries' maturation process, such that sugars intensify and enrich the beans' flavor. The Coffee and The Process The Coffee and The Process The legendary Panama Geisha variety is acclaimed for its sweet florality and bright overtones. Since its debut win at the Best of Panama auction in 2004, it has kept specialty coffee lovers everywhere captivated by its delicacy, complexity, and clarity of flavors. As such, it is often showcased on coffee competition stages by a great number of coffee champions, and it also continues to fetch the highest prices. The esteemed status of the Panama Geisha is also due to its scarcity, owing to the variety’s unique genetics (responsible for its exceptional cup quality) that allows it to capture the best features of the Boquete terroir, and that are not shared by Geisha grown in other origins. The plants also require longer time to grow and more diligent care due to their delicate root systems. And, since Geisha trees have wide branch spans, they need to be spaced farther apart in the farm, resulting in less cherries per hectare at harvest. At the Abu Coffee farm in Canas Verdes, ripening takes nine to ten months, and two to three months to complete the harvesting process — all by hand-collection. Further, because the trees are very tall, hand-collecting the perfectly ripe cherries requires even the most seasoned pickers to exert more effort. For Lot M-59, the cherries were carefully hand-picked at optimum maturation, and then hand-sorted and floated in mountain spring water. They then underwent a dry fermentation process on African raised beds, under the sun, for 35 days.",https://archerscoffee.com//collections/coffee/products/panama-geisha-m59-abu-coffee
Colombia - Finca Las Canas,"turkish delight, mixed berries, pineapple, caramelized dates",AED 65.00,"Description Description Producer: Alberto Ramos / Delagua Coffee Paradise Location: Santa Marta Variety: Castillo, CaturraProcess: Natural AnaerobicAltitude: 1525 MASLCrop Year: 2022 The Farm and Producer The Farm and Producer THE PRODUCER Delagua Coffee Paradise is intent on protecting water resources at origin. More than preserving the beauty and biodiversity of Sierra Nevada de Santa Marta, their greater concern is conserving water to ensure there will always be enough for the resident families to use daily, especially to drink and grow food. They are single-minded about not contaminating the groundwater and waterways. As such, they focus on fine-tuning the natural and honey processing methods to produce coffees that are all at once exotic, juicy, and clean. Their relationship with smallholder farmers in the Cienaga Magdalena municipality allows them to source coffee cherries cultivated at altitudes 1300 to 1800 MASL. In this unique microclimate, temperature ranges from 14° to 23° Celsius allowing for a greater concentration of sugars in the coffee. THE EXPORTER Equation Coffee represents a small group of like-minded Panama and Colombia producers that enact eco-socially conscious choices in their coffee cultivation, processing, and marketing. They are La Palma Y El Tucan, Delagua Coffee Paradise, and Creativa Coffee District. Their business model, called Neighbors & Crops, is geared towards invariably innovating and delivering premium specialty coffee while making a lasting, beneficial impact on the community and the environment. Our long-term relationship with Equation Coffee has allowed us to make internationally sought-after coffees available here in our corner of the world. The Coffee and The Process The Coffee and The Process Delagua’s deliberate approach to natural processing challenges the notion that the resulting coffee could be unsuitably funky. This allows them to produce vibrant, new cup profiles without compromising clarity. After undergoing floatation, manual sorting, and disinfection, this coffee was fermented for 300 hours at a constant temperature of 25°C in covered, valved tanks. This anaerobic environment generated lactic acids, which have been observed to boost the pleasant characteristics of the coffee.",https://archerscoffee.com//collections/coffee/products/colombia-finca-las-canas
Benchmark,"brown sugar, sweet chocolate, almond, well-balanced",AED 45.00,"Description Description Medium RoastBrazil, Burundi, EthiopiaBest as espresso or as a milk base. A well-balanced medium roast blend thoroughly curated from the same seasonally sourced higher-end specialty coffee beans intentionally processed by our long-time producing partners and meticulously roasted with the same purposeful approach, to elevate your daily coffee-drinking experience The Origins and Producers The Origins and Producers Brazil, The Pereira Family of Fazenda Sertão, Carmo Coffees The Pereira Family are pioneering coffee producers in Carmo de Minas with over 70 years of history that began with husband-and-wife Jose Isidro and Nazareth Pereira. Their traditions have continued on alongside purposeful innovations under the leadership of the family's second generation, brothers Francisco and Luiz Paulo, who are at the helm of CarmoCoffees — Brazil's leading purveyor of the country's finest coffees and partner to the coffee world's foremost tastemakers. Burundi, Diane Nsengiyumva and Andrea Fabiani, The Kawasili Project Andrea Fabiani and Diane Nsengiyumva, both agronomic engineers, are the husband-and-wife team leading the Kawasili Project, a progressive coffee processing center in Gahombo Commune, Kayanza Province in Buyenzi, one of the country’s five coffee-growing regions They established Kawasili to focus on natural and honey-focused post-harvest processing and explore flavor diversification while contributing to environmental conservation. The Project has enabled their partner farmers to get more value back for their harvests by differentiating from traditionally known Burundian flavor profiles. Ethiopia, Kebir Coffee and Smallholder Farmers Cognizant of coffee's status as one of Ethiopia's most essential lifelines, Kebir Coffee has built its three-decade-old enterprise upon pursuing high quality and with customer satisfaction at its core. They are enabled by a streamlined organization and management system that allow them to sustain thriving relationships with a network of smallholder farmers in renowned coffee-growing zones, such as Guji, and cater to the particular flavor preferences desired across different markets worldwide.",https://archerscoffee.com//collections/coffee/products/benchmark
Colombia - Luz Helena Salazar Peach,"peach, apricot, milky oolong tea",AED 115.00,"Description Description Producer: Luz Helena Salazar / COFINETLocation: Armenia, QuindioVariety: CastilloProcess: ﻿Honey-Yeast InoculationAltitude: 1,600 maslCrop Year: 2022 The Farm and Producer The Farm and Producer Cofinet was established by brothers Carlos and Felipe Arcila, whose family history in coffee spans over 80 years. Their dedication to producing and distributing finer Colombian coffees has earned them a reputation as one of the world's renowned, larger-scale coffee distributors. Their long-running success is due to a steadfast commitment to quality and deep concern for and connections with the coffee growers they work with. The family's willingness to embrace innovative post-harvest processing approaches alongside time-tested methods has allowed them to explore new flavor trajectories not previously found in the Colombian coffee landscape. They ventured into innovative processing upon recognizing the benefit of alternative fermentation styles and keener attention to drying parameters in getting coffees to express novel and interesting tasting notes. Their application of such techniques on traditional and exotic varieties as well as relatively recent, resilient cultivars like Castillo, have been achieving the desired balance between productivity and cup quality. The Cofinet commitment to quality, sustainability, and ethical practices that allows them to produce great coffee goes hand in hand with their dedication to improving the lives of the people in communities where the coffees are grown is a key reason they enjoy high regard in the industry. As a family-owned business, their legacy — from the earliest days of sourcing and locally distributing coffee to local exporters until their operations' recent expansion encompassing global distribution — has always been driven by their passion for advancing the Colombian coffee industry within the global market and along with that uplift the quality of life of the coffee-farming families they work with. Luz Helena Salazar owns and manages the affairs at Finca Maracay, an eight-hectare farm in Armenia, Quindio. She is the mother of Cofinet founders Felipe and Carlos. Having grown up in Armenia, Quindio — the area considered to be the traditional heart of Colombia’s production — she has always had an intuitive acumen for coffee farming and has carried on a personal advocacy for Colombian coffee from her younger years. Her inherent aptitude for coffee and agronomy was further honed throughout her career managing agricultural estates yielding other produce like avocadoes and oranges. The Coffee and The Process The Coffee and The Process The Castillo coffee variety is a hybrid introduced by Colombia's national coffee research institute, Cenicafe, in 2005. It was developed as an improvement from the earlier released cultivars Colombia/F6 (circa 1982) and Tabi (circa 2002), with a focus on enhancing resilience, productivity, and cup quality. Initially, Castillo was often described as dominantly chocolatey and cherry-like with subtle hints of citrus. However, there was a prevailing sentiment that it might not cup as well as older varieties such as Caturra. To challenge this notion, socially conscious and innovative began conducting post-harvest processing experiments. Their objective was to showcase that a hybrid variety like Castillo could exhibit exceptional cup quality while maintaining its resilience and productivity. These efforts not only increased awareness among Colombian coffee farmers about the benefits of planting disease-resistant varieties but also demonstrated that their coffees could compete and command premium prices based on cup quality. Whereas the traditional washed process tends to produce a clean, bright cup with a medium body and in contrast, the traditional natural typically results in a heavier-bodied cup with pronounced fruity characteristics — experimental or alternative processes have diversified the range of probable flavor profiles further. For instance, extended and anaerobic fermentation processes tend to increase the cup's complexity by intensifying fruit notes in the direction of dark, exotic, and even tropical fruits, and also enhancing mouthfeel and body. One notable example is Luz Helena Salazar's work at Finca Maracay in Armenia, Quindio. By using a Honey - Yeast Inoculation Process, where carefully selected yeasts were added during the fermentation phase, a surprising cup character with a tea-like quality and the sweetness, acidity, and aromatics of stone fruits — more commonly associated with Ethiopian heirlooms — was achieved.",https://archerscoffee.com//collections/coffee/products/colombia-luz-helena-salazar-peach
Rwanda - Muzo Lot 04,"dark plum, cherry, banana, caramel",AED 52.00,"Description Description Producer: Baho Coffee / Emmanuel RusatiraLocation: Gakenke DistrictVariety: Red BourbonProcess: NaturalAltitude: 1500 – 2100 MASLCrop Year: 2022 The Farm and Producer The Farm and Producer Emmanuel Rusatira founded Baho Coffee, intending to help to improve the livelihood of small coffee farmers in Rwanda. His empathy for their life struggles stems from having been born into a smallholding coffee-farming family himself. He came to a deeper understanding of the material challenges they face throughout his years directly working with them as a coffee washing station manager and realized the true extent of their plight when he oversaw upwards of 30 washing stations across the country when he was working as a Department Head of Specialty, Sustainability, and Certification. The foundations for a quality-focused coffee industry established by the Rwandese government to revive the nation after the 1994 genocide —where Emmanuel lost his parents and brother — served not only as a source of hope for survivors like him but also served as the solid ground upon which they could rebuild their lives. Emmanuel decided that the evocative Rwandese word ""baho,"" literally meaning ""have life,"" best captures and conveys his company's reason for being — which is for his smallholding coffee farmer partners to have better lives. The Muzo Washing Station takes its name from the sector where it is located and is run by the Muzo Cooperative in partnership with Baho Coffee, under a 10-year agreement. Enhancing the well-established fundamental systems to uphold quality, the station has adopted Emmanuel’s management style as Baho continues to share its operational expertise. Farmers that deliver to Muzo are recognized and rewarded by Baho Coffee for providing high-quality cherries to the washing station through premium prices and a second, bonus payment. On top of that, the company extends educational, financial, and agricultural services to smallholder farmers and has set up several social programs focused on more marginalized segments within the farming community, like women, the elderly, and the youth. The Coffee and The Process The Coffee and The Process Bourbon is the only variety that made it to the Cup of Excellence the last time the auction was conducted in Rwanda. This points to Bourbon’s propensity for taking in the best qualities of terroir, which then translate into desirable qualities in the cup. Amid a dominantly washed process-oriented industry, Emmanuel sought to be one of the pioneers of natural and honey processing in Rwanda after visiting Costa Rica, where he witnessed how these methods could multiply the trajectories of flavor creation. He applied this learning in Baho to widen their coffees’ range of flavors beyond the usual associations with the bold brightness of classic Kenyans and hints of Ethiopian florality. Naturally processed, this lot boasts caramel in the cup, with a fragrant sweetness complemented by the rounded acidity of dark stone fruit. At Baho Coffee, the initial steps to process cherries are standardized. It starts with a day of intensive sorting in complete shade, to ensure only the ripest of cherries picked at most 2 to 3 hours prior, and without any visible defects, proceed to the next steps. The sorted cherries are then floated in a large container, whereby the floaters are removed, and only the densest ones go into processing as higher-grade lots. In this case, the densest cherries were placed directly onto the drying beds within a custom-built parabolic drying facility, akin to a greenhouse, to protect them from rain and too much sunlight. This drying phase can last from 50 to 55 days. During this period, the cherries are layered singly with a maximum depth of 2 to 4 cm and turned hourly for the first five days, and then every two hours until day 20. The ambient temperature and that of the coffee are closely monitored to control the pace of drying with the intention of keeping it slow. By recording temperature and moisture at regular intervals daily, the processing team can adjust their activities accordingly, whenever key drying indicators fall outside the target thresholds. For example, workers might shift the cherries more frequently or cover them with a mesh, or both, to prevent over-fermentation and the formation of molds, which would otherwise turn up in the cup as undesirable flavors indicative of defects. The drying phase ends upon reaching a moisture content of 11%, at which point the coffee in dried cherry is packed and kept in a dry warehouse until it needs to be milled.",https://archerscoffee.com//collections/coffee/products/rwanda-muzo-lot-04
Ecuador - Finca Chorora,"raspberry, guava, apricot, candied lemon",AED 135.00,"Description Description Producer: Olinka Velez / Finca Chorora Location: Sozoranga, Loja Variety: SidraProcess: Carbonic MacerationAltitude: 1500 MASLCrop Year: 2022 The Coffee and The Process The Coffee and The Process Sidra is a hybrid variety known to exhibit the sweetness and mouthfeel of Red Bourbon and the vibrant acidity of Typica. Along with a great variety of local coffees, Sidra thrives in the loam type soil of Finca Chorora, which sits at 1,500 masl in Sozoranga, Loja. At this altitude, the farm enjoys favorable levels of humidity and moderate temperatures between 17-23 degrees celsius. With organic farming practices, systematic management of the coffee plantation, and novel processing methods which maximize the coffee’s juices during fermentation, Olinka Velez/Finca Chorora looks forward to sustainably offering the best of Ecuadorian specialty coffee to the world.",https://archerscoffee.com//collections/coffee/products/ecuador-finca-chorora
Colombia - Geisha Nano Lot 002 - La Palma Y El Tucan,"strawberry, grape candy, peach, white flowers",AED 260.00,"Description Description Producer: Felipe Sardi / La Palma & El Tucan Location: Cundinamarca Variety: GeishaProcess: Natural AnaerobicAltitude: 1740 MASLCrop Year: 2022 The Farm and Producer The Farm and Producer La Palma & El Tucan is a world-famous coffee estate and eco-tourism destination situated on the eastern side of the Colombian Andes, two hours away from the capital Bogota. It was established when founders Felipe Sardi and Elisa María Madriñan saw the demand for higher-end Colombian specialty coffee in stark contrast with the capability of the coffee growers to meet it. Between 2011 and 2012, they converted previous cattle farmland into a fully-equipped coffee farm focused on innovation while ensuring the well-being of the environment & the farmers. Their coffees have reaped awards on national and world coffee competition stages since 2016. 2019 was most memorable when Korea's Jooyeon Jeon used their coffee to win 1st Place in the World Barista Championship. Now in their 10th year, they continue to innovate cultivation practices, processing methods, and business models. They have re-engineered the farm from monoculture to polyculture, introduced Bio-innovation and Bio-Natural techniques, and expanded the geographic scope of their relationship coffee framework called Neighbors & Crops. The Exporter: Equation Coffee represents a small group of like-minded Panama and Colombia producers that enact eco-socially conscious choices in their coffee cultivation, processing, and marketing. They are La Palma & El Tucan, Delagua Coffee Paradise, and Creativa Coffee District. Their business model, called Neighbors & Crops, is geared towards invariably innovating and delivering premium specialty coffee while making a lasting, beneficial impact on the community and the environment. Our long-term relationship with Equation Coffee has allowed us to make internationally sought-after coffees available here in our corner of the world. The Coffee and The Process The Coffee and The Process Geisha was among the first exotic varietals planted when the estate was established, spread out across five terroirs between 1650 to 1800 MASL. At these altitudes, temperatures range from 9°c and 27°c, and average precipitation is 1300 ml per year. Through years of purposeful experimentation, La Palma & El Tucan determined that an anaerobic natural process would bring out its distinctive fruity and floral qualities accompanied by a velvety texture and tartaric acidity. After fermenting in sealed tanks, the hand-sorted ripe coffee cherries were placed on raised beds for 30 to 45 days. The lengthened interaction between the cherry and the bean’s mucilage allows fuller expression of the coffee’s character in the cup. La Palma & El Tucan produces natural processed coffees in small batches because of the usually high humidity levels that present a challenge during the critical drying phase. Outside the narrow window in a year when humidity levels are ideal, a mechanical dryer is prudently used for the coffees to reach the required moisture level. The cherries are also shifted about every two hours to ensure even drying and to avoid off flavors from the growth molds or fungus. This nano-lot belongs to the estate’s Heroes Series, which comprises 90+ coffees and makes up 10% of their total production.",https://archerscoffee.com//collections/coffee/products/colombia-geisha-nano-lot-002
Yemen - Ameen Ghaleb Al Duram,"cherry, dried fig, caramel, bakers chocolate",AED 185.00,"Description Description Producer: Ameen Ghaleb Al Duram / Sheba CoffeeLocation: Al Durm, HarazVariety: JadiProcess: Natural AnaerobicAltitude: 1900 MASLCrop Year: 2023 The Farm and Producer The Farm and Producer Constantly beset by challenges beyond their control — from socio-economic upheavals to environmental constraints — Yemen's coffee-farming families persevere in perpetuating their forefathers' agricultural heritage. They resiliently tend to coffee trees that grow across terraces clinging to the steep and arid yet fertile highland terrains, like in the picturesque Haraz region in the Sana'a Governorate. Their cherries capture singularly extraordinary, sweet, and nuanced notes not found elsewhere, and coffee is their primary, if not only, source of livelihood. Haraz, at the forefront of Yemeni specialty coffee production, is known for its peerless landscapes. It is endearingly referred to as ""the land above the clouds"" because of its high elevation amid the Sarat mountain range, which is home to Jabal An-Nabi Shu’ayb, the highest mountain in the peninsula, and the critically endangered Arabian Leopard. Apart from the high altitudes, its location — some 150 km inland from the Red Sea’s primary port of Al-Hudaydah, parallel to the eastern coast of the Red Sea and with the Gulf of Aiden to the south — also contributes to the beneficial microclimates of the region. Due to its arduous topography, Haraz has remained beyond the reach of nonconstructive outside influences. As such, their people have been able to preserve their unique, indigenous culture — most evident in the architecture dating back to the Sulajhid dynasty in the 11th century — as well as their ancient cultivation traditions. Ameen Ghaleb Al-Darm, aged 50, and his entire family are deeply committed to the production of higher-end specialty coffee, while maintaining a modest crop of fruits and vegetables, including tomatoes, cucumbers, and potatoes, for their family’s consumption. Cognizant that their continued sustenance rests upon keeping their land well-nourished while achieving the desired level of productivity, they regularly undertake the considerable journey of 189 km to procure organic fertilizers available only in the Tihama region. Since coffee cultivation is the core of Ameen and his family’s livelihood, they have determined that the effort and expense to obtain these particularly nutrient-rich and environment-friendly farming inputs are well worth it. To bring recognition and better opportunities to coffee farmers like Ameen, Sheba Coffee was founded in 2019 by members of the Yemeni diaspora committed to harnessing their resources and connections to foster a stable and flourishing Yemeni coffee sector. Their ultimate aim is to help bring ease to Yemeni farmers’ lives and establish unshakeable roots of stability by strengthening their capacity to sustainably produce excellent coffees, whose value is highly regarded and materially rewarded by specialty coffee connoisseurs worldwide. The Coffee and The Process The Coffee and The Process Jadi is one of the numerous vernacular names used to identify Yemeni coffee varieties. It is associated with coffee trees in the Sana’a Governorate, with wavy leaves and whose cherries are clustered closely together. It is lesser known than the most widely recognized Udaini variety, prominently associated with coffees from the Ibb Governorate. The discrete identity and specific attributes of coffees referred to as Jadi, along with the array of Yemeni varieities, have yet to be determined according to a recent 2022 MDPI Agronomy study. In the experience of Sheba Coffee working with Haraz-grown cherries, Jadi flavor profiles are inclined toward complex acidity and high sweetness, rich berry, and dried fruit nuances, accompanied by a winey character. For this nano-lot, Ameen and his family selectively hand-picked the reddest cherries, passing each tree multiple times every week during the harvest season to make sure the cherries are picked only at the desired ripeness level. They plucked the cherries off the trees gently and with utmost care to ensure the quality of each cherry was not compromised and that the coffee plants remained unharmed in order to protect its potential yield in subsequent seasons. These perfectly ripe cherries were then transported to Sheba’s processing center, where they were cleaned and sorted, by way of flotation, before they being taken further into the post-harvest processing steps of fermentation and drying. In this case, fermentation was done first by placing the cherries in hermetic bags for a brief duration and then interrupting the anaerobic fermentation by taking the cherries out of the bags and transferring them to a greenhouse for a similar amount of time. By suspending the anaerobic fermentation in this way, Sheba Coffee was able to enhance the coffee’s distinct cup profile. The cherries were then placed back into the hermetic bags for another short duration to continue the anaerobic fermentation. After that, they were returned to the greenhouse — already twice fermented — in order to slow-dry before finally being taken to raised beds to dry directly under the sun. During the two to three-week drying phase, the cherries were regularly turned to stabilize moisture and ensure consistent ventilation, leading to even drying and consequently only desirable sensorial attributes in the cup.",https://archerscoffee.com//collections/coffee/products/yemen-ameen-ghaleb-al-duram
